athlete_display_name,team_short_display_name,min,fg,fg3,ft,oreb,dreb,reb,ast,stl,blk,to,pf,plus_minus,pts,starter,ejected,did_not_play,active,athlete_jersey,athlete_id,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_name,team_logo,team_id,team_abbreviation,team_color,game_id,season,season_type,game_date
Jia Perkins,Lynx,15,3-3,0-0,0-0,0,0,0,1,1,0,0,3,-3,6,FALSE,FALSE,FALSE,FALSE,7,537,J. Perkins,,Guard,G,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400920400,2016,3,2016-10-09
Renee Montgomery,Lynx,9,0-2,0-0,0-0,0,0,0,3,0,0,3,0,+4,0,FALSE,FALSE,FALSE,FALSE,21,865,R. Montgomery,,Guard,G,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400920400,2016,3,2016-10-09
Anna Cruz,Lynx,8,0-3,0-0,0-0,1,1,2,0,0,0,1,0,-5,0,FALSE,FALSE,FALSE,FALSE,51,3102551,A. Cruz,,Guard,G,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400920400,2016,3,2016-10-09
Essence Carson,Sparks,24,1-5,0-2,0-0,0,2,2,1,0,0,1,0,+8,2,TRUE,FALSE,FALSE,TRUE,17,802,E. Carson,,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910460,2016,3,2016-10-05
Candace Parker,Sparks,36,6-10,3-3,14-15,1,4,5,1,2,4,2,2,+22,29,TRUE,FALSE,FALSE,FALSE,3,812,C. Parker,https://a.espncdn.com/i/headshots/wnba/players/full/812.png,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910460,2016,3,2016-10-05
Nneka Ogwumike,Sparks,34,6-14,0-1,5-6,3,6,9,3,4,3,7,5,+18,17,TRUE,FALSE,FALSE,FALSE,30,1068,N. Ogwumike,https://a.espncdn.com/i/headshots/wnba/players/full/1068.png,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910460,2016,3,2016-10-05
Alana Beard,Sparks,29,4-6,0-0,0-0,0,4,4,3,0,0,1,4,+16,8,TRUE,FALSE,FALSE,FALSE,0,581,A. Beard,,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910460,2016,3,2016-10-05
Kristi Toliver,Sparks,35,5-5,4-4,7-7,0,2,2,4,5,1,0,2,+20,21,TRUE,FALSE,FALSE,TRUE,20,856,K. Toliver,https://a.espncdn.com/i/headshots/wnba/players/full/856.png,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910460,2016,3,2016-10-05
Sandrine Gruda,Sparks,0,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,7,724,S. Gruda,,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910460,2016,3,2016-10-05
Jantel Lavender,Sparks,9,3-5,0-0,0-0,0,0,0,0,0,0,0,2,0,6,FALSE,FALSE,FALSE,TRUE,14,1013,J. Lavender,https://a.espncdn.com/i/headshots/wnba/players/full/1013.png,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910460,2016,3,2016-10-05
Chelsea Gray,Sparks,27,3-6,1-1,2-2,0,3,3,7,2,0,4,2,+10,9,FALSE,FALSE,FALSE,TRUE,12,2529122,C. Gray,https://a.espncdn.com/i/headshots/wnba/players/full/2529122.png,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910460,2016,3,2016-10-05
Ana Dabovic,Sparks,6,1-2,1-2,0-0,0,0,0,2,0,0,0,0,+6,3,FALSE,FALSE,FALSE,FALSE,23,3888042,A. Dabovic,,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910460,2016,3,2016-10-05
Tamera Young,Sky,25,1-8,0-0,0-0,3,1,4,6,1,0,4,5,-9,2,TRUE,FALSE,FALSE,FALSE,1,819,T. Young,,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910460,2016,3,2016-10-05
Jessica Breland,Sky,26,6-9,0-0,0-0,2,3,5,0,1,2,1,1,-5,12,TRUE,FALSE,FALSE,FALSE,51,1002,J. Breland,https://a.espncdn.com/i/headshots/wnba/players/full/1002.png,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910460,2016,3,2016-10-05
Imani McGee-Stafford,Sky,31,6-11,0-0,3-6,4,6,10,1,0,3,3,4,-6,15,TRUE,FALSE,FALSE,TRUE,34,2984237,I. McGee-Stafford,,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910460,2016,3,2016-10-05
Cappie Pondexter,Sky,31,7-15,0-1,5-5,1,1,2,0,2,0,3,1,-10,19,TRUE,FALSE,FALSE,TRUE,25,685,C. Pondexter,,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910460,2016,3,2016-10-05
Courtney Vandersloot,Sky,32,2-9,1-4,2-2,0,2,2,4,1,0,3,4,-12,7,TRUE,FALSE,FALSE,TRUE,22,981,C. Vandersloot,https://a.espncdn.com/i/headshots/wnba/players/full/981.png,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910460,2016,3,2016-10-05
Erika de Souza,Sky,6,1-2,0-0,0-0,1,2,3,0,0,0,0,1,-10,2,FALSE,FALSE,FALSE,FALSE,14,2,E. de Souza,,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910460,2016,3,2016-10-05
Cheyenne Parker,Sky,3,0-1,0-0,0-2,1,0,1,1,0,0,0,1,-4,0,FALSE,FALSE,FALSE,FALSE,32,2529458,C. Parker,https://a.espncdn.com/i/headshots/wnba/players/full/2529458.png,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910460,2016,3,2016-10-05
Clarissa dos Santos,Sky,19,7-8,0-0,0-0,0,1,1,2,1,0,2,5,-17,14,FALSE,FALSE,FALSE,TRUE,11,2968408,C. dos Santos,,Center,C,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910460,2016,3,2016-10-05
Allie Quigley,Sky,9,1-5,0-2,0-0,1,0,1,0,1,0,0,0,-8,2,FALSE,FALSE,FALSE,FALSE,14,764,A. Quigley,https://a.espncdn.com/i/headshots/wnba/players/full/764.png,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910460,2016,3,2016-10-05
Jamierra Faulkner,Sky,17,1-7,0-2,0-0,1,1,2,4,0,0,2,3,-19,2,FALSE,FALSE,FALSE,TRUE,21,2529603,J. Faulkner,,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910460,2016,3,2016-10-05
Rebekkah Brunson,Lynx,25,1-6,0-0,0-0,2,7,9,2,1,0,1,3,+15,2,TRUE,FALSE,FALSE,FALSE,32,571,R. Brunson,,Forward,F,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400910454,2016,3,2016-10-02
Maya Moore,Lynx,31,8-15,0-2,4-4,1,5,6,3,3,0,1,2,+24,20,TRUE,FALSE,FALSE,FALSE,23,956,M. Moore,,Forward,F,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400910454,2016,3,2016-10-02
Sylvia Fowles,Lynx,19,4-6,0-0,0-0,0,5,5,1,0,1,1,5,+7,8,TRUE,FALSE,FALSE,FALSE,34,766,S. Fowles,https://a.espncdn.com/i/headshots/wnba/players/full/766.png,Center,C,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400910454,2016,3,2016-10-02
Lindsay Whalen,Lynx,23,4-5,0-0,3-4,0,2,2,5,1,1,1,2,+26,11,TRUE,FALSE,FALSE,FALSE,13,545,L. Whalen,,Guard,G,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400910454,2016,3,2016-10-02
Seimone Augustus,Lynx,26,4-14,0-1,4-4,0,2,2,3,3,0,0,1,+10,12,TRUE,FALSE,FALSE,FALSE,33,695,S. Augustus,https://a.espncdn.com/i/headshots/wnba/players/full/695.png,Guard,G,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400910454,2016,3,2016-10-02
Keisha Hampton,Lynx,3,1-1,1-1,0-0,0,0,0,0,0,0,1,1,-7,3,FALSE,FALSE,FALSE,TRUE,24,2325312,K. Hampton,,Forward,F,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400910454,2016,3,2016-10-02
Natasha Howard,Lynx,28,8-11,0-0,1-1,3,5,8,3,1,0,3,4,+11,17,FALSE,FALSE,FALSE,TRUE,,2529130,N. Howard,https://a.espncdn.com/i/headshots/wnba/players/full/2529130.png,Forward,F,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400910454,2016,3,2016-10-02
Janel McCarville,Lynx,3,0-1,0-0,0-0,0,0,0,0,0,0,0,0,-7,0,FALSE,FALSE,FALSE,TRUE,4,642,J. McCarville,,Center,C,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400910454,2016,3,2016-10-02
Jia Perkins,Lynx,18,1-5,0-1,0-0,0,2,2,1,1,0,0,0,+1,2,FALSE,FALSE,FALSE,TRUE,7,537,J. Perkins,,Guard,G,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400910454,2016,3,2016-10-02
Renee Montgomery,Lynx,14,3-5,1-1,0-0,0,0,0,1,1,0,2,0,-10,7,FALSE,FALSE,FALSE,TRUE,21,865,R. Montgomery,,Guard,G,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400910454,2016,3,2016-10-02
Anna Cruz,Lynx,10,0-2,0-0,0-0,0,0,0,2,0,0,0,0,+5,0,FALSE,FALSE,FALSE,FALSE,51,3102551,A. Cruz,,Guard,G,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400910454,2016,3,2016-10-02
Penny Taylor,Mercury,25,0-7,0-3,4-4,0,4,4,2,3,0,2,2,-13,4,TRUE,FALSE,FALSE,FALSE,13,388,P. Taylor,,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400910454,2016,3,2016-10-02
Candice Dupree,Mercury,27,1-5,0-0,4-4,0,3,3,1,0,0,1,0,-10,6,TRUE,FALSE,FALSE,FALSE,24,689,C. Dupree,https://a.espncdn.com/i/headshots/wnba/players/full/689.png,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400910454,2016,3,2016-10-02
Brittney Griner,Mercury,37,4-7,0-0,1-2,2,5,7,0,0,0,1,3,-22,9,TRUE,FALSE,FALSE,FALSE,42,2490553,B. Griner,https://a.espncdn.com/i/headshots/wnba/players/full/2490553.png,Center,C,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400910454,2016,3,2016-10-02
Diana Taurasi,Mercury,29,4-10,3-8,1-2,0,4,4,2,0,2,3,5,-13,12,TRUE,FALSE,FALSE,FALSE,3,585,D. Taurasi,https://a.espncdn.com/i/headshots/wnba/players/full/585.png,Guard,G,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400910454,2016,3,2016-10-02
Marta Xargay,Mercury,20,3-5,0-2,0-0,0,1,1,5,1,0,2,5,+3,6,TRUE,FALSE,FALSE,TRUE,21,3888044,M. Xargay,,Guard,G,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400910454,2016,3,2016-10-02
Mistie McCray Bass,Mercury,3,0-1,0-0,0-0,0,1,1,1,0,0,0,0,+7,0,FALSE,FALSE,FALSE,TRUE,21,660,M. Bass,,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400910454,2016,3,2016-10-02
DeWanna Bonner,Mercury,23,5-12,0-3,2-4,3,3,6,1,0,0,3,1,-20,12,FALSE,FALSE,FALSE,FALSE,24,869,D. Bonner,https://a.espncdn.com/i/headshots/wnba/players/full/869.png,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400910454,2016,3,2016-10-02
Sonja Petrovic,Mercury,3,1-1,1-1,0-0,0,1,1,1,0,0,0,0,+6,3,FALSE,FALSE,FALSE,TRUE,5,1106,S. Petrovic,,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400910454,2016,3,2016-10-02
Isabelle Harrison,Mercury,13,3-6,0-0,0-0,2,5,7,0,0,0,1,2,-5,6,FALSE,FALSE,FALSE,TRUE,20,2566453,I. Harrison,https://a.espncdn.com/i/headshots/wnba/players/full/2566453.png,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400910454,2016,3,2016-10-02
Lindsey Harding,Mercury,17,2-5,0-1,0-2,0,0,0,0,0,1,2,0,-15,4,FALSE,FALSE,FALSE,FALSE,10,2069374,L. Harding,,Guard,G,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400910454,2016,3,2016-10-02
Alex Harden,Mercury,3,2-2,1-1,0-0,0,0,0,0,0,0,0,0,+7,5,FALSE,FALSE,FALSE,TRUE,,2569244,A. Harden,,Guard,G,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400910454,2016,3,2016-10-02
Essence Carson,Sparks,21,3-7,1-4,0-0,1,2,3,1,0,0,0,0,+8,7,TRUE,FALSE,FALSE,FALSE,17,802,E. Carson,,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910459,2016,3,2016-10-02
Candace Parker,Sparks,35,3-14,1-6,2-2,4,11,15,6,1,1,3,1,-5,9,TRUE,FALSE,FALSE,TRUE,3,812,C. Parker,https://a.espncdn.com/i/headshots/wnba/players/full/812.png,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910459,2016,3,2016-10-02
Nneka Ogwumike,Sparks,32,9-13,0-3,4-5,3,6,9,3,1,1,3,5,-1,22,TRUE,FALSE,FALSE,TRUE,30,1068,N. Ogwumike,https://a.espncdn.com/i/headshots/wnba/players/full/1068.png,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910459,2016,3,2016-10-02
Alana Beard,Sparks,30,4-7,1-1,0-0,0,4,4,1,0,1,1,2,0,9,TRUE,FALSE,FALSE,TRUE,0,581,A. Beard,,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910459,2016,3,2016-10-02
Kristi Toliver,Sparks,35,4-15,3-12,2-2,0,3,3,2,1,0,2,2,-1,13,TRUE,FALSE,FALSE,TRUE,20,856,K. Toliver,https://a.espncdn.com/i/headshots/wnba/players/full/856.png,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910459,2016,3,2016-10-02
Jantel Lavender,Sparks,26,3-6,0-2,0-0,4,2,6,5,0,1,1,3,-10,6,FALSE,FALSE,FALSE,TRUE,14,1013,J. Lavender,https://a.espncdn.com/i/headshots/wnba/players/full/1013.png,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910459,2016,3,2016-10-02
Chelsea Gray,Sparks,10,0-2,0-2,0-0,0,0,0,3,0,0,3,0,-9,0,FALSE,FALSE,FALSE,FALSE,12,2529122,C. Gray,https://a.espncdn.com/i/headshots/wnba/players/full/2529122.png,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910459,2016,3,2016-10-02
Ana Dabovic,Sparks,11,0-7,0-3,0-0,2,0,2,2,0,0,1,1,-2,0,FALSE,FALSE,FALSE,FALSE,23,3888042,A. Dabovic,,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910459,2016,3,2016-10-02
Tamera Young,Sky,30,4-11,0-0,0-0,1,5,6,4,1,1,0,4,+5,8,TRUE,FALSE,FALSE,TRUE,1,819,T. Young,,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910459,2016,3,2016-10-02
Jessica Breland,Sky,24,4-7,0-0,0-0,0,5,5,1,1,1,1,0,-2,8,TRUE,FALSE,FALSE,FALSE,51,1002,J. Breland,https://a.espncdn.com/i/headshots/wnba/players/full/1002.png,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910459,2016,3,2016-10-02
Imani McGee-Stafford,Sky,23,6-11,0-0,1-2,5,6,11,1,0,1,0,5,+8,13,TRUE,FALSE,FALSE,TRUE,34,2984237,I. McGee-Stafford,,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910459,2016,3,2016-10-02
Cappie Pondexter,Sky,18,1-5,0-0,0-0,0,0,0,2,0,0,2,3,-13,2,TRUE,FALSE,FALSE,FALSE,25,685,C. Pondexter,,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910459,2016,3,2016-10-02
Courtney Vandersloot,Sky,32,6-13,1-2,4-4,0,1,1,5,1,0,3,1,+3,17,TRUE,FALSE,FALSE,TRUE,22,981,C. Vandersloot,https://a.espncdn.com/i/headshots/wnba/players/full/981.png,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910459,2016,3,2016-10-02
Erika de Souza,Sky,11,2-4,0-0,0-0,1,3,4,0,1,0,0,1,-5,4,FALSE,FALSE,FALSE,FALSE,14,2,E. de Souza,,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910459,2016,3,2016-10-02
Cheyenne Parker,Sky,4,1-1,0-0,0-2,0,0,0,0,0,0,0,0,-1,2,FALSE,FALSE,FALSE,FALSE,32,2529458,C. Parker,https://a.espncdn.com/i/headshots/wnba/players/full/2529458.png,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910459,2016,3,2016-10-02
Clarissa dos Santos,Sky,29,4-12,0-0,2-2,3,2,5,4,2,0,1,1,+12,10,FALSE,FALSE,FALSE,TRUE,11,2968408,C. dos Santos,,Center,C,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910459,2016,3,2016-10-02
Allie Quigley,Sky,10,0-1,0-1,0-0,0,2,2,0,0,0,1,0,+1,0,FALSE,FALSE,FALSE,FALSE,14,764,A. Quigley,https://a.espncdn.com/i/headshots/wnba/players/full/764.png,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910459,2016,3,2016-10-02
Jamierra Faulkner,Sky,19,2-7,0-0,2-2,0,2,2,5,1,0,0,1,+12,6,FALSE,FALSE,FALSE,TRUE,21,2529603,J. Faulkner,,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910459,2016,3,2016-10-02
Tamera Young,Sky,26,5-15,0-0,2-4,3,2,5,0,1,0,1,3,-6,12,TRUE,FALSE,FALSE,TRUE,1,819,T. Young,,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910458,2016,3,2016-10-01
Jessica Breland,Sky,18,1-6,0-0,0-0,2,7,9,1,0,0,0,3,-16,2,TRUE,FALSE,FALSE,FALSE,51,1002,J. Breland,https://a.espncdn.com/i/headshots/wnba/players/full/1002.png,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910458,2016,3,2016-10-01
Imani McGee-Stafford,Sky,11,0-3,0-0,0-0,2,2,4,1,0,0,2,3,-13,0,TRUE,FALSE,FALSE,FALSE,34,2984237,I. McGee-Stafford,,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910458,2016,3,2016-10-01
Cappie Pondexter,Sky,28,4-11,1-2,4-4,1,1,2,1,0,1,2,0,-18,13,TRUE,FALSE,FALSE,FALSE,25,685,C. Pondexter,,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910458,2016,3,2016-10-01
Courtney Vandersloot,Sky,22,3-9,1-5,4-4,0,3,3,4,3,0,1,4,-13,11,TRUE,FALSE,FALSE,FALSE,22,981,C. Vandersloot,https://a.espncdn.com/i/headshots/wnba/players/full/981.png,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910458,2016,3,2016-10-01
Erika de Souza,Sky,11,3-4,0-0,0-0,0,1,1,0,2,0,2,0,+9,6,FALSE,FALSE,FALSE,TRUE,14,2,E. de Souza,,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910458,2016,3,2016-10-01
Cheyenne Parker,Sky,14,0-2,0-0,0-0,1,0,1,1,1,0,0,1,-7,0,FALSE,FALSE,FALSE,FALSE,32,2529458,C. Parker,https://a.espncdn.com/i/headshots/wnba/players/full/2529458.png,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910458,2016,3,2016-10-01
Clarissa dos Santos,Sky,26,6-10,0-0,3-4,4,4,8,1,6,0,4,2,-3,15,FALSE,FALSE,FALSE,TRUE,11,2968408,C. dos Santos,,Center,C,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910458,2016,3,2016-10-01
Allie Quigley,Sky,20,4-8,1-3,2-2,0,1,1,5,0,0,1,1,0,11,FALSE,FALSE,FALSE,TRUE,14,764,A. Quigley,https://a.espncdn.com/i/headshots/wnba/players/full/764.png,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910458,2016,3,2016-10-01
Jamierra Faulkner,Sky,25,4-10,0-3,6-7,1,1,2,2,2,0,1,3,-8,14,FALSE,FALSE,FALSE,TRUE,21,2529603,J. Faulkner,,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400910458,2016,3,2016-10-01
Essence Carson,Sparks,27,4-8,3-6,0-0,0,2,2,0,1,0,3,1,+19,11,TRUE,FALSE,FALSE,FALSE,17,802,E. Carson,,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910458,2016,3,2016-10-01
Candace Parker,Sparks,28,6-12,1-3,7-11,1,11,12,8,1,1,1,1,+21,20,TRUE,FALSE,FALSE,FALSE,3,812,C. Parker,https://a.espncdn.com/i/headshots/wnba/players/full/812.png,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910458,2016,3,2016-10-01
Nneka Ogwumike,Sparks,25,7-14,0-1,4-4,1,5,6,2,2,1,3,4,+15,18,TRUE,FALSE,FALSE,FALSE,30,1068,N. Ogwumike,https://a.espncdn.com/i/headshots/wnba/players/full/1068.png,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910458,2016,3,2016-10-01
Alana Beard,Sparks,21,0-3,0-0,2-2,1,1,2,3,1,0,2,1,+15,2,TRUE,FALSE,FALSE,FALSE,0,581,A. Beard,,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910458,2016,3,2016-10-01
Kristi Toliver,Sparks,28,5-10,4-8,1-2,2,1,3,4,2,0,2,2,+11,15,TRUE,FALSE,FALSE,FALSE,20,856,K. Toliver,https://a.espncdn.com/i/headshots/wnba/players/full/856.png,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910458,2016,3,2016-10-01
Sandrine Gruda,Sparks,5,0-0,0-0,0-0,1,0,1,0,0,0,0,1,-10,0,FALSE,FALSE,FALSE,TRUE,7,724,S. Gruda,,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910458,2016,3,2016-10-01
Jantel Lavender,Sparks,22,10-11,0-0,0-0,1,4,5,1,0,0,1,3,+15,20,FALSE,FALSE,FALSE,FALSE,14,1013,J. Lavender,https://a.espncdn.com/i/headshots/wnba/players/full/1013.png,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910458,2016,3,2016-10-01
Evgeniia Belyakova,Sparks,4,0-1,0-1,0-0,0,0,0,0,0,1,2,1,-8,0,FALSE,FALSE,FALSE,TRUE,10,2969569,E. Belyakova,,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910458,2016,3,2016-10-01
Jelena Dubljevic,Sparks,3,1-1,0-0,0-0,0,0,0,0,0,0,0,0,-9,2,FALSE,FALSE,FALSE,TRUE,28,4011778,J. Dubljevic,,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910458,2016,3,2016-10-01
Ann Wauters,Sparks,2,0-0,0-0,0-0,0,1,1,0,0,1,0,1,-7,0,FALSE,FALSE,FALSE,TRUE,,423,A. Wauters,,Center,C,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910458,2016,3,2016-10-01
Chelsea Gray,Sparks,17,3-4,2-2,1-1,0,2,2,2,0,0,2,4,+6,9,FALSE,FALSE,FALSE,FALSE,12,2529122,C. Gray,https://a.espncdn.com/i/headshots/wnba/players/full/2529122.png,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910458,2016,3,2016-10-01
Ana Dabovic,Sparks,17,0-3,0-2,2-2,0,0,0,6,1,0,2,3,+7,2,FALSE,FALSE,FALSE,TRUE,23,3888042,A. Dabovic,,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400910458,2016,3,2016-10-01
Penny Taylor,Mercury,30,4-10,0-3,8-9,0,3,3,5,2,3,1,6,+1,16,TRUE,FALSE,FALSE,FALSE,13,388,P. Taylor,,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400910453,2016,3,2016-10-01
Candice Dupree,Mercury,35,4-8,0-0,2-2,1,3,4,1,0,0,2,3,-15,10,TRUE,FALSE,FALSE,TRUE,24,689,C. Dupree,https://a.espncdn.com/i/headshots/wnba/players/full/689.png,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,11,PHX,3a267d,400910453,2016,3,2016-10-01
